
2
12
8
0
4
26
16
26
7
1
4
2
0
0
1
2
0
0
18
1
15
19
2
4
4
15
1
3
5
5
19
3
0
4
15
7
0
10
1
0
16
0
7
0
0
8
3
0
2
4
